,Sentiment,Score,Tweet
267,Neutral,0.0,What do you call it when Donna Brazile leaked debate questions to Hillary Clinton in advance I call that a crime W
268,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
269,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
270,Neutral,0.0,Bernie Sanders and his allies underestimated the role anti Clinton sentiment played in building his 2016 coalition https
271,Positive,0.3333333333333333,Does anyone else find it hilarious that the betting markets have Michelle Obama and Hillary Clinton as more likely
272,Negative,-0.033333333333333326,joe biden has hillary clinton s awful policy record combined with trump s obvious senility absolutely incredible to wat
273,Neutral,0.0,Hahahahahahaha Only if Hillary Clinton is declared honorary Queen
274,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
275,Positive,0.55,Best Epic Rap Battle gyud ang Hillary Clinton vs Donald Trump bay
276,Neutral,0.2,Biden has cognitive decline issues If Hillary Clinton couldn t beat Trump do you really think Joe w
277,Positive,0.45,uprising These are cable news picks as the most electable Democrat in a contested primary this century 2000 Al Gore 2004 John
278,Negative,-0.5,It s times like these when you realize how awful a candidate Hillary Clinton was that she could only hold off Bernie wi
279,Positive,0.35833333333333334,ONLY nominees who win with YOUNG VOTERS in the primary go on to win the general Hillary Bernie Sanders Obama Kerry How
280,Positive,0.4,My therapist Hillary Clinton is not going to steal this election I know you say that this primary is Bourgeois il
281,Neutral,0.0,I d rather have someone we can push than Orange Glo just like I d rather have had Hillary than this
282,Positive,0.3,matic The timeline of events proves beyond any doubt that Hillary Clinton and Barrack Obama i
283,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
284,Positive,0.2142857142857143,Turns out there s nothing that Hillary Clinton can t do She made an otherwise electorally limited socialist a plausible can
285,Neutral,0.0,Bernie Sanders and his allies underestimated the role anti Clinton sentiment played in building his 2016 coalition https
286,Neutral,0.0,Citizens United was literally about whether or not you re allowed t
287,Neutral,0.0,I d rather have someone we can push than Orange Glo just like I d rather have had Hillary than this
288,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 One reason
289,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
290,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
291,Positive,0.23863636363636365,First Lady Feud Melanie Trump responds to Hillary Clinton criticism My initiative is meant to promote the positive
292,Positive,0.45,uprising These are cable news picks as the most electable Democrat in a contested primary this century 2000 Al Gore 2004 John
293,Neutral,0.0,Instead you have a choice between man version Hillary Clinton and Donald J Trump We all know how th
294,Neutral,0.0666666666666667,I can t believe the Dems are actually nominating Joe fucking Biden lol They may as well have just run Hillary Clinton
295,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
296,Neutral,0.04444444444444445,I d like to see less gloating from Biden supporters tonight and more somber reflection about why he so heavily outperfo
297,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
298,Positive,0.6,Hillary Clinton Joe Biden is building the kind of coalition that I had
299,Neutral,0.0666666666666667,I can t believe the Dems are actually nominating Joe fucking Biden lol They may as well have just run Hillary Clinton
300,Neutral,0.0,It s seems like Hillary Clinton stopped running her fuckin mouth about how nobody likes Bernie in Washington for
301,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
302,Positive,0.2142857142857143,Turns out there s nothing that Hillary Clinton can t do She made an otherwise electorally limited socialist a plausible can
303,Positive,0.25,Surely the American people will ignore all the evidence just as they did about Hillary Clinton
304,Positive,0.45,Looks as though most of Bernie s 2016 primary support was an anti Hillary backlash Some pro
305,Neutral,0.1,Hillary Clinton was telling the truth when she said in her documentary that nobody really likes Bernie
306,Positive,0.5,Judicial Watch is going to be able to question in person HillaryClinton under oath about her emails and
307,Positive,0.5,Ladies and Genlemen I give you Hillary Clinton The most investigated innocent person in America UNTIL proven g
308,Neutral,0.04444444444444445,I d like to see less gloating from Biden supporters tonight and more somber reflection about why he so heavily outperfo
309,Negative,-0.075,In short a Joe Biden nomination would likely be a disaster alienating the same voters who deserted Hillary Clinto
310,Neutral,0.15,Hillary Clinton has killed more people than the Corona scare virus
311,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
312,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
313,Neutral,0.0,I d rather have someone we can push than Orange Glo just like I d rather have had Hillary than this
314,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
315,Neutral,0.0,Possible Hillary has no shame whatsoever I truly believe she s a psychopath She just doesn t understand ppl can t stand he
316,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
317,Neutral,0.0,And that s saying a lot after Hillary Clinton
318,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
319,Positive,0.75,I m no ideological ally of Hillary Clinton but she was certainly more impressive than Biden That Biden is beati
320,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
321,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
322,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
323,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
324,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
325,Positive,0.5,Ladies and Genlemen I give you Hillary Clinton The most investigated innocent person in America UNTIL proven g
326,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
327,Positive,0.28125,Rashida Tlaib Haters will shut up when we win So much winning Moral of the story Don t mess with Hillary Clinton Whe
328,Neutral,0.125,Why is this not bigger news UPDATE Bill Barr Indicts 8 Including Mueller Top Witness for Funneling Millions in Foreign
329,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
330,Neutral,0.0,What do you call it when Donna Brazile leaked debate questions to Hillary Clinton in advance I call that a crime W
331,Positive,0.475,Hillary Clinton now has a better chance of becoming the Democratic Party nominee than Bernie Sanders
332,Negative,-0.6,President Trump was so desperate to avoid facing Joe Biden in November that he engaged in dirty tricks that got himself
333,Neutral,0.0,Hillary Clinton s Hulu documentary specifically the clips where she blasts Bernie Sanders as someone who never go
334,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
335,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
336,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
337,Neutral,0.05000000000000002,I will not vote for Joe Biden but I will vote for Donald Trump if he locks up Hillary Clinton before the general election
338,Neutral,0.0,2016 Hillary Clinton Betrayed Bernie 2020 Berners Betrayed Bernie 2024 No one gives a fk who they are anymore
339,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
340,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
341,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
342,Neutral,0.0,Oh s t The moment FBI agents found Hillary Clinton emails on Anthony Weiner s laptop via
343,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
